smile,flavor
COc1cc2c(cc1O)OC=C(C2=O)c1ccc(cc1)O,bitter
COc1cc2c(cc1OC1OC(CO)C(O)C(O)C1O)OC=C(C2=O)c1ccc(cc1)O,bitter
Oc1ccc(cc1O)C1=C(O)C(=O)c2c(cc(c(c2O1)O)O)O,bitter
CC1C2C(CC1=O)C(=C)CC(O)C1C2OC(=O)C1=C,bitter
COc1ccccc1OCC(O)CO,bitter
OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,bitter
Cc1nccc2c1Nc1ccccc21,bitter
CC1CC2OC(=O)C(=C)C2C(O)C2(C)C1C=CC2=O,bitter
OCC1OC(Oc2ccccc2C=O)C(O)C(O)C1O,bitter
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,bitter
Oc1ccc(cc1)C1=C(O)C(=O)c2c(cc(c(c2O1)O)O)O,bitter
CC1C2CC(OC(C)=O)C(=CCCC(=CC2OC1=O)C)C,bitter
CC1C2CC(OC(C)=O)C(=C)C(CCC(=CC2OC1=O)C)OC(C)=O,bitter
[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-],bitter
[Na+].CN1C(=O)[N-]C(=O)C(C)(C1=O)C1=CCCCC1,bitter
COC1CC(OC(C)C1OC1CC(OC)C(OC2OC(C)C(O)C(OC)C2O)C(C)O1)OC1CCC2(C)C3CC(OC(=O)C(C)=CC)C4(C)C(CCC4(O)C3CC=C2C1)C(C)=O,bitter
[Br-].CC[n+]1c2cc(ccc2c2ccc(cc2c1-c1ccccc1)N)N,bitter
CC(C)C1CC(=CC(=O)C1)C,bitter
COc1cc(ccc1O)C1CC(=O)c2c(cc(cc2O1)O)O,bitter
OCC1C(=Cc2ccco2)C(=O)c2c(c(c(c[n+]12)[O-])Cc1ccco1)CO,bitter
CCCC(=O)CC(=O)NC1CCOC1=O,bitter
CCCCCC(=O)CC(=O)NC1CCOC1=O,bitter
CCCC(=O)NC1CCOC1=O,bitter
CCCCCC(=O)NC1CCOC1=O,bitter
CC(C)=CCC1(CC=C(C)C)C(=O)C(=C(O)C1=O)O,bitter
CC(C)CC(=O)C1=C(O)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,bitter
CC(C)CC(=O)C1=C(O)C(O)(CC=C(C)C)C(O)(C(=O)CC=C(C)C)C1=O,bitter
CC(C)CC(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C,bitter
CC12CCC(=O)C=C2CCC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C12,bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)OO,bitter
CCC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,bitter
CC(C)C(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,bitter
CC(C)CC(=O)C1=C(O)C23CC(C(C)(C)OO)C(C)(C)C3CC(CC=C(C)C)(C1=O)C2=O,bitter
CCN(CCO)CCCC(C)Nc1ccnc2cc(ccc12)Cl.OS(O)(=O)=O,bitter
CCC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,bitter
CC(C)C(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,bitter
CC(C)CC(=O)C1=C(O)C(O)(C(CC=C(C)C)C1=O)C(=O)C=CC(C)(C)O,bitter
OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1,bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,bitter
CC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,bitter
CC(C)CC(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)C(CC3(C1=O)C2=O)C(C)(C)O,bitter
Cl.Cl.OCCOCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl,bitter
O=C1N=CNC2=C1NC=N2,bitter
N1C=CN=C1,bitter
Cl.CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc12,bitter
Cc1ccc(cc1)S(O)(=O)=O.CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,bitter
Cl.CCc1ccc(cc1)C(=O)C(C)CN1CCCC1,bitter
OCC1OC(C(O)C1O)N1C=NC2=C1NC=NC2=O,bitter
CC(I)C1OCC(CO)O1,bitter
[Na+].CN(C)C=Nc1c(cc(c(c1I)CCC([O-])=O)I)I,bitter
CC(C)COC(C)=O,bitter
CC(C)COC(=O)c1ccccc1O,bitter
CCOS(=O)(=O)NCC(C)C,bitter
CC(=O)OCC12C(CCC(C)(C)C1C=O)OC(=O)C13CC(CC(O)C21)C(=C)C3=O,bitter
COc1ccc(cc1OC)C=CC,bitter
O=C1C(=COc2ccccc12)c1ccccc1,bitter
Oc1ccc(cc1)C=CC(=O)c1ccc(cc1O)O,bitter
OCC1CCCC2CCCC[N+]12[O-],bitter
CNC(C)CCC=C(C)C.OC(C(O)C(O)C(O)=O)C(O)C(O)=O,bitter
COc1c2c(c(c3c1OC(=O)C=C3)OC)C=CO2,bitter
COc1cc(ccc1O)C1=C(O)C(=O)c2c(cc(cc2O1)O)O,bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CC=C(C)C)O,bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CCC(C)(C)O)O,bitter
COc1cc(c(c2c1C(=O)CC(O2)c1ccc(cc1)O)CCC(C)(C)OC)O,bitter
CCOC(C)(C)CCc1c(cc(c2c1OC(CC2=O)c1ccc(cc1)O)OC)O,bitter
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C2=C1OC(CC2=O)c1ccc(cc1)O,bitter
Cl.CC(COc1ccccc1)NC(C)C(O)c1ccc(cc1)O,bitter
Oc1ccc(cc1)C1=C(O)C(=O)c2c(cc(cc2O1)O)O,bitter
OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(cc2)O)C1O,bitter
OCC1OC(OC2=C(Oc3cc(cc(c3C2=O)O)O)c2ccc(cc2)O)C(O)C(O)C1O,bitter
COc1c2c(c(c3c1OC(=CC3=O)C)OC)C=CO2,bitter
Cl.CC(CCc1ccccc1)NCC(O)c1ccc(c(c1)C(N)=O)O,bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)CO,bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)COC(=O)C(O)=O,bitter
CC1=C2C(C3OC(=O)C(=C)C3C(O)C1)C(=CC2=O)COC(=O)Cc1ccc(cc1)O,bitter
CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)Cc1ccc(cc1)O)C(=CC2=O)COC(=O)C(O)=O,bitter
CC1=C2C(C3OC(=O)C(=C)C3C(C1)OC(=O)Cc1ccc(cc1)O)C(=CC2=O)CO,bitter
O=C(CS(=O)CC1=CC=CO1)NCC=CCOc1cc(ccn1)CN1CCCCC1,bitter
CC(C)CC(NC(=O)C(C)N)C(O)=O,bitter
CC(C)C(NC(=O)C(C)N)C(O)=O,bitter
CCN1CC2(CCC(OC)C34C2CC(C13)C1(O)CC(OC)C2CC4C1(O)C2OC)OC(=O)c1ccccc1NC(C)=O,bitter
NC(CCCNC(N)=N)C(O)=O,bitter
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(O)=O,bitter
CC(C)CC(N)C(=O)NC(Cc1ccccc1)C(O)=O,bitter
CC(C)CC(N)C(=O)NC(CC1=CNc2ccccc12)C(O)=O,bitter
CC(C)CC(NC(=O)CN)C(O)=O,bitter
NCC(=O)NC(Cc1ccccc1)C(O)=O,bitter
CCN(CC)CC(=O)Nc1c(cccc1C)C,bitter
Cl.CCN(CC)CC(=O)Nc1c(cccc1C)C,bitter
CC1(C)OC2CC(=O)OCC32C2CCC4(C)C(OC(=O)C5OC45C2(C)C(=O)CC13)C1=COC=C1,bitter
CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,bitter
Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C1OC(SC)C(O)C(O)C1O,bitter
Oc1ccc(cc1)C1CC(=O)c2ccc(cc2O1)O,bitter
CC(C)CC(N)C(=O)NC(C)C(O)=O,bitter
CC(C)CC(N)C(=O)NCC(O)=O,bitter
CC(C)C1CCC(C)CC1=O,bitter
CCCCC(N)C(O)=O,bitter
CCN1C=C(C(O)=O)C(=O)c2cc(c(c(c12)F)N1CCNC(C)C1)F,bitter
NC(Cc1ccccc1)C(=O)NCC(O)=O,bitter
NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(O)=O,bitter
NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(O)=O,bitter
OCC1CCCN2CCCCC12,bitter
CC(C)CC(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,bitter
Oc1cc(c2c(c1)OC(=CC2=O)c1ccc(c(c1)O)O)O,bitter
CC(C)C(N)C(=O)NC(C)C(O)=O,bitter
CCN1CC2(CO)CCC(OC)C34C5CC6C(CC(O)(C5C6OC)C(O)(C(OC)C23)C14)OC,bitter
CC1CC2CC(=O)C3CCCN4CCCC2C34C1,bitter
[Mg+2].[O-][Cl](=O)=O.[O-][Cl](=O)=O,bitter
[Mg+2].[Cl-].[Cl-],bitter
[Mg+2].CC(O)C([O-])=O.CC(O)C([O-])=O,bitter
[Mg+2].[O-]S([O-])(=O)=O,bitter
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,bitter
COc1cc(cc(c1O)OC)-c1[o+]c2cc(cc(c2cc1OC1OC(CO)C(O)C(O)C1O)O)O,bitter
CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCC1=COC=C1,bitter
O=C1CCCC2C3CCCN4CCCC(CN12)C34,bitter
[Na+].[Na+].[O-]S(=O)(=O)Nc1cccc(c1)NS([O-])(=O)=O,bitter
COc1ccc2c(c1OC)C(=O)OC2,bitter
Cc1cccc(c1C)Nc1ccccc1C(O)=O,bitter
OCC1OC(Oc2ccccc2C=CC(O)=O)C(O)C(O)C1O,bitter
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,bitter
Cl.CCOC(=O)C1(CCN(C)CC1)c1ccccc1,bitter
Cc1ccccc1OCC(O)CO,bitter
CCCC(C)(COC(N)=O)COC(N)=O,bitter
COc1ccc2c(c1CC1OC1(C)C)OC(=O)C=C2,bitter
O.[Na+].COC(C[Hg])CNC(=O)c1ccccc1OCC([O-])=O,bitter
Cc1cccc(c1)NC(N)=O,bitter
Cl.CN(C)C1C2C(O)C3C(=C)c4cccc(c4C(=C3C(=O)C2(O)C(=C(C(N)=O)C1=O)O)O)O,bitter
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,bitter
Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,bitter
Cl.CNC(C)Cc1ccccc1,bitter
[Br-].CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc12,bitter
COc1c2c(cc3c1OC(=O)C=C3)C=CO2,bitter
Cl.CCC(NC)c1ccccc1OC,bitter
COC(=O)c1ccccc1CCc1ccc(c(c1)O)OC,bitter
COC(C)=O,bitter
COC(=O)c1ccccc1N,bitter
[Cl-].Cc1cc(ccc1C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)Cc1ccccc1,bitter
CCC(CO)NC(=O)C1CN(C)C2CC3=CNc4cccc(c34)C2=C1.OC(=O)C=CC(O)=O,bitter
COC1CC(O)C(O)C(C)O1,bitter
COC1OC(C)C(O)CC1O,bitter
COC1OC(C)CC(O)C1O,bitter
CCC1(CC)C(=O)NCC(C)C1=O,bitter
Cl.COc1ccc2c(c1)C1=C3N2CCN(C)C3=NCC1,bitter
Cl.Cl.COCC(=O)OC1(CCN(C)CCCC2=Nc3ccccc3N2)CCc2cc(ccc2C1C(C)C)F,bitter
Clc1ccc(c(c1)Cl)COC(Cn1ccnc1)c1ccc(cc1Cl)Cl,bitter
O=N(=O)c1cccc(c1)N(=O)=O,bitter
CC(CC(O)C=C(C)C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(CCC12C)C=O,bitter
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(O)=O,bitter
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(OC7OCC(O)C(O)C7O)C6O)C(O)=O)C(C)(C)C5CCC34C)C2C1)C(=O)OC1OC(CO)C(O)C(O)C1O,bitter
Oc1ccc(c(c1)O)C1=C(O)C(=O)c2c(cc(cc2O1)O)O,bitter
Cl.CN1CCC23C4Oc5c(ccc(c25)CC1C3C=CC4O)O,bitter
[Ca+2].CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C([O-])=O.CC(CSC(=O)C(C)NC(=O)C1CCCCC1)C(=O)N1CCCC1C([O-])=O,bitter
Oc1cc(c2c(c1)OC(=C(O)C2=O)c1cc(c(c(c1)O)O)O)O,bitter
[Na+].[Na+].[O-]S(=O)(=O)N(c1cccc2ccccc12)S([O-])(=O)=O,bitter
[Na+].[Na+].CCOC(CN(S([O-])(=O)=O)S([O-])(=O)=O)OCC,bitter
CC(=C)C=NO,bitter
[Na+].[Na+].[O-]S(=O)(=O)N(CCN1CCOCC1)S([O-])(=O)=O,bitter
[Na+].[Na+].[O-]S(=O)(=O)N(CCN1CCCCC1)S([O-])(=O)=O,bitter
COCCC=C(C)C=NO,bitter
COCCCCC=C(C)C=NO,bitter
CCN(CC)C1=NS(=O)(=O)c2cc(ccc12)N(=O)=O,bitter
ON=CC1=CC(CCC1)C=C,bitter
[Na+].[Na+].CCN(CC)CCN(S([O-])(=O)=O)S([O-])(=O)=O,bitter
[Na+].[Na+].CN(C)CCN(S([O-])(=O)=O)S([O-])(=O)=O,bitter
[Na+].[Na+].CN(C)CCCN(S([O-])(=O)=O)S([O-])(=O)=O,bitter
[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)N(CCCCCCN(S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,bitter
CC(C)C1=CCC(=CC1)C=NO,bitter
COCC1CCC=C1C=NO,bitter
Oc1ccc(cc1O)CCC(=O)NCCCCN(CCCNC(=O)CCc1ccc(c(c1)O)O)C(=O)CCc1ccc(c(c1)O)O,bitter
Oc1ccc(cc1O)CCC(=O)NCCCCNCCCNC(=O)CCc1ccc(c(c1)O)O,bitter
Cl.C1CN=C(Cc2cccc3ccccc23)N1,bitter
CC(C)C1(CC(Br)=C)C(=O)NC(=O)N(C)C1=O,bitter
CC1OC(OC2C(O)C(O)C(CO)OC2Oc2cc(c3c(c2)OC(CC3=O)c2ccc(cc2)O)O)C(O)C(O)C1O,bitter
CCC(C)(C)C1(CC=C)C(=O)NC(=O)NC1=O,bitter
CC1OC(OC2C(O)C(O)C(CO)OC2Oc2cc(c3c(c2)OC(CC3=O)c2ccc(c(c2)O)O)O)C(O)C(O)C1O,bitter
COc1ccc(cc1O)C1CC(=O)c2c(cc(cc2O1)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)O,bitter
COC1=CC(C)C2CC3OC(O)CC4C(=C(OC)C(=O)C(C34C)C2(C)C1=O)C,bitter
[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,bitter
CC(C)=CCCC(C)=CCO,bitter
CCNC(N)=S,bitter
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,bitter
CN1CCCC1c1cccnc1,bitter
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,bitter
CCN(CC)C(=O)c1cccnc1,bitter
CC(C)CNC(C)=O,bitter
NC(=O)NN=CC1=CC=C(O1)N(=O)=O,bitter
CNC(N)=S,bitter
COc1ccc(cc1OC)C1=CC(=O)c2c(c(c(c(c2O1)OC)OC)OC)OC,bitter
CC=C(C)C(=O)OC1CC(=CCC(O)C(=CC2OC(=O)C(=C)C12)C)C,bitter
CC1(C)CCC2OC(=O)C34CC(CC(O)C3C32COC(O)C13)C(=C)C4=O,bitter
CC1C2CC(=O)C3C45COC(OC(C)=O)C5C(C)(C)CCC4OC(=O)C3(C2)C1=O,bitter
CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC345)C3=COC=C3)C12C,bitter
CCCCCCCCCOC(C)=O,bitter
CCC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)CCC3(C1=O)C2=O,bitter
CC(C)C(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)CCC3(C1=O)C2=O,bitter
CC(C)CC(=O)C1=C(O)C2(CC=C(C)C)CC3C(C)(C)CCC3(C1=O)C2=O,bitter
COc1ccc2c(c1OC)C(=O)OC2C1N(C)CCc2cc3c(c(c12)OC)OCO3,bitter
[Na+].[Na+].[O-]S(=O)(=O)Nc1ccc(cc1)N(c1ccccc1)S([O-])(=O)=O,bitter
CC1(C)OC(=O)C=CC2(C)C3CCC4(C)C(OC(=O)C5OC45C3(C)C(=O)CC12)C1=COC=C1,bitter
CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,bitter
CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OCC(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,bitter
CC1COc2c(c(cc3c2N1C=C(C(O)=O)C3=O)F)N1CCN(C)CC1,bitter
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCCc1ccc(c(c1)O)O,bitter
COc1ccc2c(c1)NC(=N2)S(=O)Cc1ncc(c(c1C)OC)C,bitter
COc1ccccc1C=O,bitter
CC1(C)CCC(O)C23COC(O)(C(O)C12)C12C(O)C(CCC31)C(=C)C2=O,bitter
CN(C)CCOC(c1ccccc1)c1ccccc1C,bitter
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(CCC5(O)C4CCC3(O)C2)C2=CC(=O)OC2)C(O)C(O)C1O,bitter
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,bitter
COc1cc2c3cc1Oc1c(c(cc4c1C(Cc1ccc(cc1)Oc1cc(ccc1O)CC3N(C)CC2)N(C)CC4)OC)OC,bitter
COc1ccc(cc1)NC(C)=O,bitter
[Br-].[Br-].CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(C4OC(C)=O)[N+]3(C)CCCCC3)C2(C)CC1[N+]1(C)CCCCC1,bitter
COc1ccnc(c1OC)CS(=O)C1=Nc2cc(ccc2N1)OC(F)F,bitter
CC(C)(CO)C(O)C(=O)NCCC(O)=O,bitter
[Ca+2].CC(C)(CO)C(O)C(=O)NCCC([O-])=O.CC(C)(CO)C(O)C(=O)NCCC([O-])=O,bitter
COc1ccc(cc1OC)Cc1nccc2cc(c(cc12)OC)OC,bitter
CC(=O)Nc1ccc(cc1)O,bitter
CC1CCC2C(OC(=O)C2=C)C2(C)C(=O)C=CC12O,bitter
COc1ccc(cc1)OC,bitter
Oc1ccc(cc1)-c1[o+]c2cc(cc(c2cc1O)O)O,bitter
CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,bitter
[Br-].[Br-].C[N+](C)(C)CCCCC[N+](C)(C)C,bitter
NC(=N)c1ccc(cc1)OCCCCCOc1ccc(cc1)C(N)=N.OCCS(O)(=O)=O.OCCS(O)(=O)=O,bitter
[Na+].CCCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],bitter
CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,bitter
C1CCN2N=NN=C2CC1,bitter
COC1CC(OC(C)C1O)OC1CCC2(C)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,bitter
CC1=CC2OC(=O)C(=C)C2CCC(=C)C(CC1)OO,bitter
CCCCCC=CCC=CCCCCCCCC(=O)CC(O)COC(C)=O,bitter
Oc1cc(cc(c1O)O)C(=O)OCC1OC(OC(=O)c2cc(c(c(c2)O)O)O)C(OC(=O)c2cc(c(c(c2)O)O)O)C(OC(=O)c2cc(c(c(c2)O)O)O)C1OC(=O)c1cc(c(c(c1)O)O)O,bitter
CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(O)=O,bitter
CCOc1ccc(cc1)NC(C)=O,bitter
C=CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,bitter
Cl.Nc1ccc(c(n1)N)N=Nc1ccccc1,bitter
OCCc1ccccc1,bitter
S=C=NCCc1ccccc1,bitter
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,bitter
NC(=O)OCCCc1ccccc1,bitter
Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(c1)O,bitter
OCC1OC(Oc2ccccc2)C(O)C(O)C1O,bitter
O=CCc1ccccc1,bitter
COC(Cc1ccccc1)OC,bitter
NC(N)=NC(N)=Nc1ccccc1,bitter
CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,bitter
Cl.CNCC(O)c1cccc(c1)O,bitter
O=C=NCCc1ccccc1,bitter
CC1(C(=O)NC(=O)NC1=O)c1ccccc1,bitter
Cl.CC(N)C(O)c1ccccc1,bitter
NC(=S)Nc1ccccc1,bitter
[Na+].O=C1NC(C(=O)[N-]1)(c1ccccc1)c1ccccc1,bitter
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)=O,bitter
NC(Cc1ccccc1)C(=O)NC(CC1=CNc2ccccc12)C(O)=O,bitter
Oc1ccc(cc1)CCC(=O)c1c(cc(cc1O)O)O,bitter
CC(C)CC(=O)c1c(c(c(c(c1O)C1OC(CO)C(O)C(O)C1O)O)C1OC(CO)C(O)C(O)C1O)O,bitter
CN1CCC23C4Oc5c(ccc(c25)CC1C3C=CC4O)OCCN1CCOCC1,bitter
OC(=O)c1ccccc1C(=O)Nc1ccc(cc1)S(=O)(=O)NC1=NC=CS1,bitter
Cc1ccccn1,bitter
Cl.C1CCN(CC1)CCN(Cc1ccccn1)c1ccccc1,bitter
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,bitter
CC1=C(C=O)C(C)(C)CC(C1)OC1OC(CO)C(O)C(O)C1O,bitter
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)CC(C)C(=O)C=CC1(C)O,bitter
CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,bitter
CC(=C)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C.CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,bitter
CC(=C)C1C2OC(=O)C1C1(O)CC3OC43C(=O)OC2C14C,bitter
CC(C)=CCCC(C)=CCCC(C)=CCN1CCN(CC1)Cc1ccc2c(c1)OCO2,bitter
CCCCCC(O)C(O)C=CC(O)CCCCCCCC(O)=O,bitter
Oc1cc(c2c(c1)OC(CC2=O)c1ccccc1)O,bitter
CCN1C=C(C(O)=O)C(=O)c2cnc(nc12)N1CCNCC1,bitter
C1CNCCN1,bitter
CCC1(CC)C(=O)CCNC1=O,bitter
CC(=O)OCc1ccc2c(c1)OCO2,bitter
OC(=O)c1ccc2c(c1)OCO2,bitter
Cl.OC(C1CCCCN1)(c1ccccc1)c1ccccc1,bitter
CN1CCN(CC1)CC(=O)N1c2ccccc2C(=O)Nc2cccnc12,bitter
CCOc1ccc(cc1)NC(=O)C(C)O,bitter
CC(C)=CCCC(C)=CCCC(CO)=CCCC(C)=CCO,bitter
CC(C)C1=CCC(=CC1)C,bitter
COc1ccc(cc1)C=O,bitter
CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter
CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,bitter
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter
COc1ccc(cc1)C1CC(=O)c2c(cc(cc2O1)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)O,bitter
[K+].OCOc1ccccc1S([O-])(=O)=O,bitter
[K+].[K+].[O-]S([O-])(=O)=O,bitter
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,bitter
CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,bitter
NC(N)=NCCCC(NC(=O)C1CCCN1)C(O)=O,bitter
CCN(CC)CCNC(=O)c1ccc(cc1)N,bitter
CCN(CC)CCOC(=O)c1ccc(cc1)N,bitter
OC1C(Oc2cc(cc(c2C1c1c(cc(c2c1OC(C(C2)OC(=O)c1cc(c(c(c1)O)O)O)c1ccc(c(c1)O)O)O)O)O)O)c1ccc(c(c1)O)O,bitter
OC1Cc2c(cc(c(c2OC1c1ccc(c(c1)O)O)C1C(O)C(Oc2cc(cc(c12)O)O)c1ccc(c(c1)O)O)O)O,bitter
OC1Cc2c(cc(c(c2OC1c1ccc(c(c1)O)O)C1C(O)C(Oc2c(c(cc(c12)O)O)C1C(O)C(Oc2cc(cc(c12)O)O)c1ccc(c(c1)O)O)c1ccc(c(c1)O)O)O)O,bitter
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,bitter
OCC1OC(SC(CC(O)C=C)=NOS(O)(=O)=O)C(O)C(O)C1O,bitter
CC(CN1c2ccccc2Sc2ccccc12)N(C)C,bitter
Cl.CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,bitter
CC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,bitter
NC(=N)c1ccc(cc1)OCCCOc1ccc(cc1)C(N)=N.OCCS(O)(=O)=O.OCCS(O)(=O)=O,bitter
CC(C)NCC(O)COc1cccc2ccccc12,bitter
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c1ccccc1.OS(=O)(=O)c1ccc2ccccc2c1,bitter
Cl.CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c1ccccc1,bitter
CCCOC(=O)c1cc(c(c(c1)O)O)O,bitter
CC(C)C1=C(C)N(C)N(c2ccccc2)C1=O,bitter
CCOC(=O)c1ccc(c(c1)O)O,bitter
CC(CCC1(O)OC2CC3C4CC=C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(C)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O,bitter
COc1cc(c2c(c1)OC=C(C2=O)c1ccc(cc1)O)O,bitter
OCC1OC(Oc2cc(c3c(c2)OC(CC3=O)c2ccc(cc2)O)O)C(O)C(O)C1O,bitter
